2023,7,7,cloudy,1,19,4
2023,7,8,cloudy,0,37,-4
2023,7,9,snowy,11,19,-2
2023,7,10,cloudy,2,27,-17
2023,7,11,cloudy,1,51,-9
2023,7,12,snowy,7,47,1
2023,7,13,snowy,7,52,-20
2023,7,14,snowy,9,21,1
2023,7,15,snowy,7,26,-6
2023,7,16,cloudy,3,23,-20
2023,7,17,cloudy,0,21,-1
2023,7,18,cloudy,5,23,2
2023,7,19,cloudy,3,21,12
2023,7,20,cloudy,3,45,-16
2023,7,21,snowy,12,28,-15
2023,7,22,snowy,10,47,-11
2023,7,23,cloudy,6,47,-16
2023,7,24,snowy,8,26,-16
2023,7,25,cloudy,3,28,9
2023,7,26,snowy,12,19,-8
2023,7,27,cloudy,4,20,11
2023,7,28,snowy,7,23,-12
2023,7,29,cloudy,1,34,-11
2023,7,30,cloudy,4,21,-12
2023,7,31,snowy,9,30,2
2023,8,1,cloudy,1,13,-17
2023,8,2,snowy,9,18,-19
2023,8,3,cloudy,4,18,-3
2023,8,4,cloudy,0,38,-4
2023,8,5,cloudy,3,20,9
2023,8,6,cloudy,2,20,-15
2023,8,7,snowy,7,14,-12
2023,8,8,cloudy,6,34,-5
2023,8,9,cloudy,3,28,-5
2023,8,10,snowy,9,49,-10
2023,8,11,snowy,9,36,-15
2023,8,12,snowy,10,52,-5
2023,8,13,cloudy,5,16,4
2023,8,14,snowy,7,48,-4
2023,8,15,cloudy,3,23,6
2023,8,16,snowy,7,30,-7
2023,8,17,cloudy,6,33,6
2023,8,18,cloudy,1,27,-18
2023,8,19,snowy,9,21,-1
2023,8,20,snowy,12,25,-19
2023,8,21,cloudy,6,37,8
2023,8,22,cloudy,3,17,8
2023,8,23,snowy,12,37,-10
2023,8,24,cloudy,1,12,2
2023,8,25,snowy,8,38,-20
2023,8,26,rainy,9,36,5
2023,8,27,snowy,12,38,-19
2023,8,28,cloudy,6,31,4
2023,8,29,rainy,9,52,9
2023,8,30,snowy,9,18,-15
2023,8,31,rainy,7,19,4
2023,9,1,snowy,11,26,1
2023,9,2,cloudy,4,36,-9
2023,9,3,cloudy,2,25,-1
2023,9,4,snowy,7,41,-9
2023,9,5,snowy,12,32,-18
2023,9,6,snowy,9,35,0
2023,9,7,cloudy,0,44,6
2023,9,8,cloudy,1,48,7
2023,9,9,cloudy,2,51,12
2023,9,10,cloudy,4,43,11
2023,9,11,snowy,9,29,-1
2023,9,12,rainy,8,48,5
2023,9,13,cloudy,6,24,-11
2023,9,14,cloudy,6,13,-3
2023,9,15,snowy,7,46,1
2023,9,16,cloudy,2,30,-17
2023,9,17,rainy,8,44,11
2023,9,18,snowy,10,30,-20
2023,9,19,cloudy,1,42,3
2023,9,20,snowy,10,51,-18
2023,9,21,cloudy,3,36,12
2023,9,22,cloudy,2,46,9
2023,9,23,snowy,12,40,-8
2023,9,24,snowy,7,19,-5
2023,9,25,snowy,9,48,-2
2023,9,26,cloudy,1,39,-1
2023,9,27,cloudy,6,43,-13
2023,9,28,snowy,7,50,-4
2023,9,29,cloudy,1,36,-14
2023,9,30,snowy,9,20,-19
2023,10,1,cloudy,4,31,-6
2023,10,2,snowy,7,37,-15
2023,10,3,snowy,12,18,-9
2023,10,4,cloudy,2,49,-15
2023,10,5,rainy,9,25,5
2023,10,6,cloudy,3,22,-16
2023,10,7,cloudy,2,26,-14
2023,10,8,snowy,8,17,-16
2023,10,9,rainy,11,13,11
2023,10,10,rainy,7,43,5
2023,10,11,cloudy,1,27,-1
2023,10,12,cloudy,3,18,2
2023,10,13,cloudy,3,35,-11
2023,10,14,cloudy,4,18,-14
2023,10,15,rainy,9,13,8
2023,10,16,snowy,8,22,-1
2023,10,17,cloudy,2,40,4
2023,10,18,cloudy,5,16,-4
2023,10,19,snowy,8,23,-11
2023,10,20,cloudy,1,41,-18
2023,10,21,snowy,8,37,-17
2023,10,22,cloudy,6,43,-4
2023,10,23,cloudy,4,20,6
2023,10,24,rainy,11,19,6
2023,10,25,cloudy,1,49,-2
2023,10,26,snowy,8,39,-11
2023,10,27,rainy,12,31,10
2023,10,28,cloudy,6,32,8
2023,10,29,cloudy,3,18,-11
2023,10,30,snowy,7,47,-17
2023,10,31,rainy,12,36,10
2023,11,1,cloudy,2,40,-7
2023,11,2,snowy,12,22,-7
2023,11,3,snowy,10,22,-5
2023,11,4,cloudy,2,27,-8
2023,11,5,rainy,8,46,9
2023,11,6,cloudy,1,26,10
2023,11,7,cloudy,2,51,12
2023,11,8,cloudy,6,51,4
2023,11,9,cloudy,3,17,5
2023,11,10,rainy,10,43,9
2023,11,11,snowy,11,32,-17
2023,11,12,cloudy,2,15,-17
2023,11,13,cloudy,0,26,12
2023,11,14,cloudy,4,25,-1
2023,11,15,cloudy,5,22,11
2023,11,16,cloudy,6,51,-13
2023,11,17,cloudy,6,51,-4
2023,11,18,cloudy,2,43,9
2023,11,19,cloudy,5,22,5
2023,11,20,snowy,11,49,-11
2023,11,21,cloudy,6,17,-13
2023,11,22,cloudy,4,40,-15
2023,11,23,cloudy,0,37,2
2023,11,24,cloudy,0,51,-5
2023,11,25,snowy,10,42,-3
2023,11,26,snowy,8,36,-18
2023,11,27,cloudy,4,20,-14
2023,11,28,snowy,11,41,-13
2023,11,29,cloudy,6,39,-2
2023,11,30,cloudy,3,29,-10
2023,12,1,cloudy,3,45,-2
2023,12,2,snowy,7,23,-2
2023,12,3,cloudy,2,22,2
2023,12,4,cloudy,6,18,12
2023,12,5,cloudy,1,40,-5
2023,12,6,cloudy,1,14,5
2023,12,7,snowy,7,50,-4
2023,12,8,snowy,12,39,-4
2023,12,9,snowy,11,40,-10
2023,12,10,rainy,10,21,5
2023,12,11,rainy,10,38,9
2023,12,12,snowy,10,41,2
2023,12,13,rainy,11,33,4
2023,12,14,cloudy,3,37,7
2023,12,15,cloudy,5,26,12
2023,12,16,cloudy,6,41,-19
2023,12,17,cloudy,5,14,-20
2023,12,18,snowy,10,18,-2
2023,12,19,snowy,7,16,-15
2023,12,20,rainy,12,37,9
2023,12,21,snowy,10,29,2
2023,12,22,snowy,7,50,-11
2023,12,23,cloudy,5,38,-13
2023,12,24,cloudy,6,12,-18
2023,12,25,cloudy,3,21,4
2023,12,26,rainy,10,52,11
2023,12,27,cloudy,0,32,-18
2023,12,28,snowy,10,51,-9
2023,12,29,cloudy,3,16,-2
2023,12,30,snowy,12,37,1
2023,12,31,snowy,11,19,-19
2024,1,1,rainy,12,41,10
2024,1,2,cloudy,2,41,-18
2024,1,3,rainy,7,51,4
2024,1,4,rainy,10,52,7
2024,1,5,rainy,12,14,11
2024,1,6,cloudy,2,46,5
2024,1,7,cloudy,2,41,-15
2024,1,8,cloudy,5,25,0
2024,1,9,snowy,8,51,-7
2024,1,10,cloudy,4,21,-18
2024,1,11,cloudy,4,40,-11
2024,1,12,snowy,8,50,-16
2024,1,13,snowy,7,47,-18
2024,1,14,cloudy,0,36,-6
2024,1,15,cloudy,0,12,1
2024,1,16,cloudy,4,32,-11
2024,1,17,snowy,10,14,-8
2024,1,18,snowy,10,36,3
2024,1,19,cloudy,3,28,-19
2024,1,20,snowy,7,19,-2
2024,1,21,cloudy,5,17,-5
2024,1,22,cloudy,1,35,8
2024,1,23,snowy,9,24,-15
2024,1,24,snowy,9,52,0
2024,1,25,snowy,12,36,-10
2024,1,26,cloudy,2,45,-9
2024,1,27,cloudy,4,46,-10
2024,1,28,snowy,9,17,-4
2024,1,29,cloudy,6,29,1
2024,1,30,cloudy,2,12,-1
2024,1,31,rainy,7,26,7
2024,2,1,snowy,8,42,-10
2024,2,2,cloudy,6,33,-19
2024,2,3,cloudy,3,38,-11
2024,2,4,cloudy,1,13,-17
2024,2,5,cloudy,2,13,7
2024,2,6,cloudy,5,21,7
2024,2,7,snowy,11,22,-19
2024,2,8,cloudy,5,40,2
2024,2,9,cloudy,1,20,-2
2024,2,10,cloudy,4,49,3
2024,2,11,snowy,9,24,-2
2024,2,12,cloudy,5,25,-9
2024,2,13,cloudy,4,18,-15
2024,2,14,cloudy,6,14,5
2024,2,15,cloudy,5,16,8
2024,2,16,cloudy,0,33,-20
2024,2,17,snowy,8,49,-12
2024,2,18,cloudy,0,33,2
2024,2,19,rainy,11,40,10
2024,2,20,rainy,10,16,7
2024,2,21,rainy,7,40,7
2024,2,22,snowy,11,45,-19
2024,2,23,cloudy,4,19,9
2024,2,24,sunny,9,12,-10
2024,2,25,cloudy,2,16,-5
2024,2,26,snowy,12,28,0
2024,2,27,cloudy,6,31,-5
2024,2,28,cloudy,3,50,0
2024,3,1,cloudy,3,51,-15
2024,3,2,rainy,12,25,10
2024,3,3,snowy,9,28,-7
2024,3,4,cloudy,2,50,10
2024,3,5,cloudy,3,40,-19
2024,3,6,rainy,12,50,10
2024,3,7,snowy,8,43,-18
2024,3,8,snowy,9,43,-7
2024,3,9,rainy,8,46,11
2024,3,10,cloudy,5,41,11
2024,3,11,rainy,11,35,5
2024,3,12,cloudy,3,22,-19
2024,3,13,cloudy,5,22,-10
2024,3,14,cloudy,5,51,8
2024,3,15,snowy,11,47,-5
2024,3,16,cloudy,5,46,-20
2024,3,17,rainy,12,31,9
2024,3,18,cloudy,5,48,-15
2024,3,19,snowy,7,43,2
2024,3,20,cloudy,5,33,7
2024,3,21,cloudy,6,41,9
2024,3,22,cloudy,6,34,-11
2024,3,23,rainy,12,40,4
2024,3,24,snowy,9,35,-16
2024,3,25,cloudy,4,43,-14
2024,3,26,cloudy,0,41,6
2024,3,27,snowy,11,41,-14
2024,3,28,snowy,10,42,3
2024,3,29,snowy,9,15,-1
2024,3,30,cloudy,6,47,-19
2024,3,31,sunny,12,12,-3
2024,4,1,cloudy,4,37,-20
2024,4,2,snowy,9,30,-3
2024,4,3,snowy,9,44,-20
2024,4,4,cloudy,1,48,-17
2024,4,5,snowy,8,16,1
2024,4,6,snowy,11,50,-3
2024,4,7,rainy,11,26,11
2024,4,8,rainy,8,25,9
2024,4,9,snowy,8,14,-9
2024,4,10,cloudy,5,25,-2
2024,4,11,snowy,8,22,-6
2024,4,12,cloudy,6,25,-10
2024,4,13,cloudy,3,41,-7
2024,4,14,cloudy,2,42,-5
2024,4,15,snowy,7,14,-6
2024,4,16,cloudy,4,39,11
2024,4,17,snowy,12,35,-6
2024,4,18,cloudy,1,24,-9
2024,4,19,snowy,11,51,-8
2024,4,20,snowy,7,40,-8
2024,4,21,snowy,7,23,-2
2024,4,22,rainy,8,27,6
2024,4,23,cloudy,4,22,4
2024,4,24,rainy,9,52,6
2024,4,25,snowy,10,28,-14
2024,4,26,snowy,12,51,-12
2024,4,27,rainy,9,49,7
2024,4,28,cloudy,4,14,-16
2024,4,29,rainy,12,14,7
2024,4,30,snowy,7,21,-7
2024,5,1,cloudy,4,23,8
2024,5,2,snowy,9,38,-10
2024,5,3,cloudy,3,24,-2
2024,5,4,cloudy,5,23,-13
2024,5,5,cloudy,4,33,-6
2024,5,6,snowy,7,46,3
2024,5,7,cloudy,4,19,-15
2024,5,8,rainy,8,15,7
2024,5,9,cloudy,4,21,10
2024,5,10,cloudy,6,42,-4
2024,5,11,cloudy,3,52,3
2024,5,12,cloudy,4,24,-14
2024,5,13,snowy,10,40,-15
2024,5,14,cloudy,0,32,-19
2024,5,15,snowy,7,15,-2
2024,5,16,cloudy,1,18,-11
2024,5,17,snowy,11,46,-5
2024,5,18,cloudy,2,35,-4
2024,5,19,rainy,10,51,5
2024,5,20,rainy,12,18,4
2024,5,21,cloudy,5,49,-7
2024,5,22,snowy,12,44,-9
2024,5,23,snowy,12,48,-14
2024,5,24,cloudy,3,50,-8
2024,5,25,cloudy,2,31,-19
2024,5,26,cloudy,3,47,-17
2024,5,27,snowy,12,20,-9
2024,5,28,cloudy,4,52,-5
2024,5,29,cloudy,4,26,5
2024,5,30,cloudy,0,47,-20
2024,5,31,snowy,8,29,2
2024,6,1,snowy,12,49,-19
2024,6,2,snowy,11,52,3
2024,6,3,cloudy,2,24,-16
2024,6,4,cloudy,6,37,-4
2024,6,5,rainy,9,51,12
2024,6,6,cloudy,1,19,-2
2024,6,7,cloudy,4,39,-20
2024,6,8,snowy,9,24,-10
2024,6,9,snowy,8,37,-4
2024,6,10,cloudy,0,24,8
2024,6,11,snowy,9,29,-15
2024,6,12,snowy,10,28,-12
2024,6,13,cloudy,4,34,-3
2024,6,14,rainy,9,16,6
2024,6,15,snowy,10,17,-15
2024,6,16,cloudy,5,44,4
2024,6,17,cloudy,4,48,4
2024,6,18,cloudy,6,38,-15
2024,6,19,sunny,10,12,-20
2024,6,20,cloudy,0,24,-15
2024,6,21,snowy,10,33,-7
2024,6,22,cloudy,2,52,12
2024,6,23,cloudy,0,15,11
2024,6,24,cloudy,0,27,-11
2024,6,25,snowy,10,13,-2
2024,6,26,snowy,12,39,-10
2024,6,27,cloudy,2,23,-19
2024,6,28,cloudy,6,25,9
2024,6,29,cloudy,2,52,3
2024,6,30,cloudy,0,24,-11
2024,7,1,cloudy,3,22,11
2024,7,2,rainy,10,49,4
2024,7,3,cloudy,1,44,-13
2024,7,4,cloudy,6,31,-6
2024,7,5,cloudy,6,12,-3
2024,7,6,cloudy,2,51,11
2024,7,7,cloudy,1,45,4
2024,7,8,cloudy,6,23,-3
2024,7,9,rainy,10,40,5
2024,7,10,cloudy,1,15,-7
2024,7,11,cloudy,2,42,8
2024,7,12,cloudy,2,12,-16
2024,7,13,cloudy,2,12,-7
2024,7,14,cloudy,3,39,9
2024,7,15,snowy,9,48,-7
2024,7,16,cloudy,1,48,6
2024,7,17,cloudy,3,52,6
2024,7,18,rainy,10,46,6
2024,7,19,cloudy,1,52,-9
2024,7,20,snowy,7,30,-20
2024,7,21,rainy,8,47,10
2024,7,22,cloudy,6,37,7
2024,7,23,cloudy,2,32,9
2024,7,24,sunny,12,12,0
2024,7,25,snowy,12,30,-7
2024,7,26,cloudy,6,27,8
2024,7,27,cloudy,1,15,10
2024,7,28,cloudy,5,36,-20
2024,7,29,snowy,7,40,-7
2024,7,30,cloudy,5,50,-16
2024,7,31,rainy,11,50,7
2024,8,1,cloudy,5,37,0
2024,8,2,cloudy,6,14,-18
2024,8,3,cloudy,2,41,-16
2024,8,4,cloudy,4,23,-8
2024,8,5,cloudy,1,38,-14
2024,8,6,snowy,11,29,1
2024,8,7,cloudy,5,31,-13
2024,8,8,cloudy,2,49,0
2024,8,9,snowy,12,26,-13
2024,8,10,rainy,7,39,4
2024,8,11,snowy,7,30,-13
2024,8,12,rainy,8,21,7
2024,8,13,cloudy,2,20,-10
2024,8,14,snowy,7,47,-11
2024,8,15,snowy,8,21,-6
2024,8,16,rainy,8,39,9
2024,8,17,cloudy,3,48,-7
2024,8,18,cloudy,2,32,11
2024,8,19,snowy,10,46,-20
2024,8,20,snowy,11,28,-9
2024,8,21,cloudy,0,23,7
2024,8,22,cloudy,4,42,8
2024,8,23,snowy,9,40,-19
2024,8,24,rainy,10,41,6
2024,8,25,cloudy,2,14,0
2024,8,26,rainy,12,38,7
2024,8,27,snowy,11,29,-3
2024,8,28,rainy,7,37,5
2024,8,29,rainy,10,14,10
2024,8,30,cloudy,2,52,-4
2024,8,31,cloudy,3,27,-4
2024,9,1,cloudy,3,37,11
2024,9,2,cloudy,3,26,-20
2024,9,3,snowy,8,38,-8
2024,9,4,cloudy,4,41,-5
2024,9,5,snowy,12,50,-2
2024,9,6,cloudy,1,48,-7
2024,9,7,cloudy,5,39,6
2024,9,8,cloudy,3,26,-3
2024,9,9,cloudy,4,47,7
2024,9,10,snowy,12,50,-9
2024,9,11,cloudy,5,30,-6
2024,9,12,snowy,8,44,-17
2024,9,13,cloudy,0,14,-17
2024,9,14,cloudy,5,48,-12
2024,9,15,snowy,7,25,-13
2024,9,16,rainy,8,37,5
2024,9,17,cloudy,1,37,-19
2024,9,18,cloudy,1,28,-2
2024,9,19,cloudy,5,16,1
2024,9,20,snowy,8,47,-12
2024,9,21,cloudy,5,33,3
2024,9,22,cloudy,3,32,4
2024,9,23,snowy,7,20,-19
2024,9,24,cloudy,3,26,-18
2024,9,25,rainy,9,21,12
2024,9,26,cloudy,0,18,-18
2024,9,27,snowy,12,32,-11
2024,9,28,snowy,10,50,-7
2024,9,29,cloudy,6,46,-18
2024,9,30,cloudy,6,12,-19
2024,10,1,cloudy,6,25,7
2024,10,2,cloudy,1,25,-9
2024,10,3,cloudy,3,26,-10
2024,10,4,snowy,11,25,-11
2024,10,5,cloudy,3,33,3
2024,10,6,cloudy,5,46,6
2024,10,7,snowy,8,40,-4
2024,10,8,cloudy,0,23,7
2024,10,9,rainy,9,29,9
2024,10,10,cloudy,1,31,-15
2024,10,11,rainy,9,25,6
2024,10,12,snowy,8,32,-8
2024,10,13,cloudy,3,42,-6
2024,10,14,rainy,11,25,11
2024,10,15,cloudy,3,20,9
2024,10,16,cloudy,1,47,-15
2024,10,17,snowy,11,31,-19
2024,10,18,rainy,9,35,7
2024,10,19,cloudy,1,47,-13
2024,10,20,cloudy,1,31,-15
2024,10,21,snowy,9,31,0
2024,10,22,rainy,8,16,11
2024,10,23,rainy,11,39,10
2024,10,24,cloudy,3,25,-19
2024,10,25,cloudy,1,46,11
2024,10,26,cloudy,1,25,-13
2024,10,27,cloudy,1,12,-6
2024,10,28,rainy,8,43,6
2024,10,29,cloudy,4,50,4
2024,10,30,cloudy,5,21,-16
2024,10,31,cloudy,0,38,-8
2024,11,1,snowy,8,27,1
2024,11,2,snowy,8,43,-4
2024,11,3,cloudy,6,47,-16
2024,11,4,cloudy,3,20,-12
2024,11,5,cloudy,2,32,-17
2024,11,6,rainy,8,19,8
2024,11,7,rainy,10,22,9
2024,11,8,snowy,12,40,-1
2024,11,9,snowy,7,36,-5
2024,11,10,cloudy,6,34,-13
2024,11,11,snowy,8,34,-5
2024,11,12,snowy,10,13,-18
2024,11,13,cloudy,6,31,-2
2024,11,14,snowy,7,35,-18
2024,11,15,cloudy,1,29,-14
2024,11,16,snowy,10,40,-17
2024,11,17,cloudy,5,15,-6
2024,11,18,rainy,10,22,12
2024,11,19,snowy,10,28,-2
2024,11,20,rainy,12,40,10
2024,11,21,cloudy,6,41,2
2024,11,22,cloudy,5,41,4
2024,11,23,cloudy,4,45,-20
2024,11,24,snowy,7,42,-13
2024,11,25,snowy,10,29,-9
2024,11,26,snowy,10,18,1
2024,11,27,cloudy,3,42,7
2024,11,28,snowy,8,14,-12
2024,11,29,cloudy,2,22,-3
2024,11,30,rainy,7,33,11
2024,12,1,cloudy,4,39,12
2024,12,2,cloudy,5,42,9
2024,12,3,snowy,10,21,-9
2024,12,4,cloudy,5,40,9
2024,12,5,cloudy,5,31,-8
2024,12,6,snowy,11,47,-8
2024,12,7,snowy,8,13,-20
2024,12,8,snowy,7,41,0
2024,12,9,cloudy,4,49,8
2024,12,10,cloudy,1,20,8
2024,12,11,cloudy,0,36,-1
2024,12,12,cloudy,5,14,-7
2024,12,13,rainy,9,13,5
2024,12,14,cloudy,6,29,-9
2024,12,15,rainy,7,32,10
2024,12,16,cloudy,3,28,3
2024,12,17,cloudy,0,22,7
2024,12,18,cloudy,6,23,-11
2024,12,19,rainy,11,49,9
2024,12,20,cloudy,3,24,2
2024,12,21,rainy,12,37,11
2024,12,22,cloudy,4,27,4
2024,12,23,snowy,11,18,-2
2024,12,24,cloudy,5,30,-1
2024,12,25,cloudy,4,40,9
2024,12,26,cloudy,6,28,-6
2024,12,27,snowy,10,17,2
2024,12,28,cloudy,0,40,-7
2024,12,29,snowy,10,17,-13
2024,12,30,rainy,8,26,5
2024,12,31,snowy,8,52,-2
